program_name,q,a
2025년 서울시 청년월세지원사업,Q33. 임대차 계약서 공인중개사 날인이 없으면 탈락하나요?,"○ 임대인과 직접 계약 등으로 임대차계약서에 공인중개사 날인이 없더라도 ①~③ 중 하나를 제출하면 됩니다.
① 확정일자가 날인된 임대차계약서 사본
② 임대차계약서와 임대차 건물 등기부등본 사본
② 임대차계약서와 주택 임대차 계약 신고필증"
2025년 서울시 청년월세지원사업,Q34. 임대차 계약서가 아닌 주택 임대차 계약 신고필증만 제출해도 되나요?,"○ 임대차계약서 제출은 필수이며, 임대차계약서와 주택 임대차 계약 신고필증을 함께 제출하는 것은 가능합니다.
○ 임대차계약서 없이 주택 임대차 계약 신고필증만 제출할 경우 심사 결과 탈락됩니다."
2025년 서울시 청년월세지원사업,"Q35. 임대차계약서는 없고, 무보증 월세로 하숙방에 거주 중인데 신청이 가능할까요?","○ 임대차계약서가 없는 고시원, 게스트하우스 등은 ①입실확인서와 ②(임대)사업자등록증 사본 2가지를 같이 제출하여야 합니다.
① 입실확인서
※ 주의사항 : 임대인과 임차인의 성명, 생년월일 기재 및 도장 또는 서명 날인, 임차 보증금과 월세금액, 계약일자 등 기재 필수
※ 임대차계약사항이 기재된 입실확인서 등이 없는 경우 공고문 붙임 참고 서식(실거주 확인서) 편집하여 사용 가능
②(임대)사업자등록증 사본
※ 본인이 월세로 살고 있다는 것과 임대인이 건물주 또는 임대사업자임을 증명할 수 있는 서류를 제출해야 합니다."
2025년 서울시 청년월세지원사업,"Q36. 계약을 연장하면서 임대차계약서를 재작성하였습니다. 새로운 계약서에는 확정일자가 없고, 기존계약서만 확정일자가 있는데 어떻게 해야 하나요?",○ 확정일자가 있는 기존계약서와 새로 작성한 계약서를 함께 첨부하여 주시기 바랍니다.
2025년 서울시 청년월세지원사업,Q37. 임대인과 월세 받는 사람이 다르면 어떻게 하나요?,"○ 임대차계약서에 아래 예시와 같이 내용을 기재하고 임대인의 서명 또는 도장 날인하시면 됩니다.
예시) 임차료는 매월 자녀 김○○에게 입금한다. 홍길동(임대인 = 집주인) 서명 날인
○ 임대차계약서상 공동명의인에게 월세를 납부하실 경우, 변경 신청은 하지 않으셔도 됩니다."
2025년 서울시 청년월세지원사업,"Q38. 월세 이체증을 최근 3개월 치로 내라고 되어 있는데, 신청일 기준 이체 내역이 3개월이 안되면 증빙서류를 어떻게 제출하나요?","○ 최근 1달만 이체증이 있는 경우 해당 월에 대한 이체증만 제출하면 되며, 6월 24일(신청마감일)이전부터 거주(주민등록 이전) 한 경우 월세 지원 신청 가능합니다.
○ 월차임 후불조건이라 월차임 이체확인증이 없는 경우, 계약금, 보증금을 완납한 이체확인증을 첨부하여 주시기 바랍니다.
예시) 임대차 계약 3월, 3 ~ 5월 월세 이체 : 3, 4, 5월 월세 이체 내역 제출
임대차 계약 4월, 4 ~ 5월 월세 이체 : 4, 5월 월세 이체 내역 제출
임대차 계약 5월, 5월 월세 이체 : 5월 월세 이체 내역 제출
임대차 계약 6월 24일 이전, 6월 월세 지급기일 미도래로 월세 이체내역 없는 경우 : 보증금 잔금 이체 내역"
2025년 서울시 청년월세지원사업,"Q39. 월세액과 관리비를 합쳐서 한번에 임대인에게 이체했습니다. 이 경우, 이체 내역과 계약서상 월세액 금액이 불일치하면 신청할 수 없나요?","○ 월세액과 관리비를 한번에 이체하였어도, 임대차계약서상 임대인 성명으로 월세 이체가 되고 있다면 신청 가능합니다."
2025년 서울시 청년월세지원사업,"Q40. 임대차계약만 체결하여 월세 이체증이 없는 경우나 현금 납부, 보증금에서 차감하는 경우 지원금을 받을 수 있나요?","○ 임대차계약만 체결한 경우 신청접수 종료일 6월 24일 이내로 잔금(보증금) 납부한 이체내역을 첨부하여 주시기 바랍니다.
※ 이체일자, 임대인성명(또는 임대인 계좌번호), 금액이 명시되어야 함
○ 임대인, 월세 금액, 월세 이체일자 등이 표시된 월세 계좌 이체증을 신청시 제출서류로 첨부하시면 됩니다.
월세납부 확인이 되지 않는 경우 청년월세 지원대상자로 선정될 수 없습니다.
※ 특별한 사정(현금납부, 보증금에서 월세 차감 등)이 있는 경우 월차임납부확인서 작성제출 (서울주거포털 '청년월세지원'란 자료실에 있음)"
2025년 서울시 청년월세지원사업,Q41. 월세를 카드 결제로 납부하여 월세 계좌 이체증이 없는데 어떻게 해야 하나요?,○ 카드사 고객센터에 전화해서 ‘개인 매출 거래 확인서' 또는 ‘이용내역 확인서'를 발급받아 제출하시면 됩니다.
2025년 서울시 청년월세지원사업,Q42. 여러 달의 월세(연세)를 한 번에 납부했는데 어떻게 해야 하나요?,"○ 임대인에게 여러 달의 월세를 한 번에 납부했다는 확인서 (내용 및 임대인 서명날인 포함)를 받아 제출하면 됩니다.
※ 참고서식(월차임 납부확인서)은 서울주거포털 ‘청년월세지원’란 자료실에 있음"
2025년 서울시 청년월세지원사업,"Q43. 월세 이체를 신청인이 아닌 다른 사람(부모님 등)이 했는데, 신청인 본인이 월세 이체하지 않으면 탈락하나요?","○ 월세이체내역에는 이체일자, 임대인성명(또는 임대인 계좌번호), 금액이 명시되어야 하며, 이체한 사람 명의가 신청인과 달라도 신청 가능합니다."
2025년 서울시 청년월세지원사업,Q44. 청년 월세 지원 신청 후 제출 서류 중 누락된 것을 발견하였습니다. 추가로 제출하는 방법은 무엇인가요?,"○ 신청기간('25. 6. 11.(수) 10:00 ~ 6. 24.(화) 18:00 마감시간까지) 내에만 수정 가능 합니다.
○ 심사결과 발표 후 이의신청 등록시 소명자료 제출이 가능합니다.(이의신청은 1회만 등록 가능하며, 심사결과 결정·통보 이후 서울주거포털 공지사항을 확인하시기 바랍니다)"
2025년 서울시 청년월세지원사업,"Q45. 월세 정보 입력 시 실제 월세액이 천원 단위인데, 입력을 어떻게 하나요?","○ 임대차계약서에 표기된 월세 금액을 천원 단위에서 절사하여 입력하시기 바랍니다.
예시) 월세 108,000원은 100,000원으로 입력"
2025년 서울시 청년월세지원사업,Q46. 임대차계약서상 기한이 지났지만 묵시적 연장으로 계속 거주하고 있습니다. 신청이 가능한가요?,"○ 임대차계약서 기한이 지난 계약서라도 묵시적으로 연장되어 월세를 계속 내고 있다면 유효합니다.
○ 임대차계약서 특약사항란 또는 신청등록시 시스템(신청서)의 특이사항란에 “임대차계약과 동일한 조건으로 임대차계약이 묵시적으로 연장되었음을 확인합니다.”라고 기재해 주시기 바랍니다."
2025년 서울시 청년월세지원사업,"Q47. 임차보증금 9천만원, 월세는 60만원인데 신청 가능한가요?",○ 신청 불가합니다. 임차보증금은 8천만원 이하이면서 월세 60만원 이하여야 신청 가능합니다.
2025년 서울시 청년월세지원사업,"Q48. 월세 60만원이 넘어도 신청이 가능하다고 하는데, 임차보증금 5천만원, 월세 62만원이면 신청 가능한가요?","○ 월세 60만원 초과자는 보증금을 월세로 환산한 금액과 월세액을 합산한 금액이 93만원 이하인 경우에만 신청이 가능합니다.
보증금 월세 환산율은 5.0%를 적용합니다. 사례의 경우 합산액이 82만원이므로 신청 가능합니다.
※ 5천만원×5.0%÷12개월+62만원=828,333원→82만원(천원단위 절사)"
2025년 서울시 청년월세지원사업,Q49. 보증금 월세 환산율을 5.0%로 적용하는 근거는 무엇인가요?,○ 주택임대차보호법(제7조의 2)에 의거 한국은행에서 공시한 2024년도 말 기준금리(3.0%)에 대통령령으로 정하는 이율(2%)을 더한 비율입니다.
2025년 서울시 청년월세지원사업,"Q50. 임대차계약서상 공동임차인으로 되어 있는 경우, 임차보증금과 월세액은 얼마를 적용하나요?","○ 임대차계약서상 별도의 분담액 표기가 있는 경우는 표기된 분담액으로 적용하고, 분담액 표기가 없는 경우는 공동 임차인 인원 수로 나눈 금액을 적용합니다."
2025년 서울시 청년월세지원사업,Q51. 확정일자를 받을 수 없는데 신청이 불가한가요?,"○ 확정일자가 날인된 임대차계약서를 제출하는 것이 원칙 입니다. 단, 확정일자를 받을 수 없는 아래 경우는 객관적인 증빙서류 제출 시 예외 인정합니다.
1) 주택(원룸, 다가구주택, 무보증월세 등)은 ①~③ 중 하나 제출
① 공인중개사가 날인한 임대차계약서 사본
② 임대차계약서와 임대차 건물 등기부등본 사본
③ 임대차계약서와 주택 임대차 계약 신고필증
※ “확정일자 부여현황”은 주택임대차계약신고필증이 아님
※ 등기부등본상 임차주택의 소유주와 임대차계약서상 임대인 성명이 동일해야 하며, 다를 경우 임대인의 (임대)사업자등록증 사본을 추가 제출해야 함
• 등기부등본은 인터넷등기소(http://www.iros.go.kr)에서 발급가능
2) 고시원, 게스트하우스 등 ①, ② 모두 제출
① 입실확인서
※ 주의사항 : 임대인과 임차인의 성명, 생년월일 기재 및 도장 또는 서명 날인, 임차 보증금과 월세금액, 계약일자 등 기재 필수
※ 임대차계약사항이 기재된 입실확인서 등이 없는 경우 공고문 붙임 참고 서식(실거주 확인서) 편집하여 사용 가능
②(임대)사업자등록증 사본
※ 본인이 월세로 살고 있다는 것과 임대인이 건물주 또는 임대사업자 임을 증명할 수 있는 서류를 제출해야 합니다.
3) 전대차 계약인 경우 ①, ②, ③ 모두 제출
① 전대차 계약서
※(전대차 계약사항) 전대인과 전차인의 성명, 생년월일, 도장 또는 서명 날인, 임차보증금과 월세금액, 계약일자, 소재지 등이 기재되어 있어야 함
② 전대인의 임대차 계약서
③ 건축물대장, 건축물 현황도
※ 건축물대장 등 해당 주택의 내부구조 파악이 가능한 자료"
2025년 서울시 청년월세지원사업,Q52. 대학교 기숙사에 거주 중입니다. 임대차계약서 대신 어떤 서류를 제출해야 되나요?,○ 기숙사에 거주 중일 경우 거주기간 및 월차임이 명시된 거주확인서(임대료납부확인서)를 제출하시면 됩니다.
2025년 서울시 청년월세지원사업,"Q53. 고시원에 거주 중이라 정해진 계약기간이 없고 월세를 납부하면서 자동연장을 하는데, 신청 등록시 계약기간을 어떻게 작성하나요?","○ 월세 납부일을 기준으로 신청일이 포함되게 계약기간을 입력해 주시기 바랍니다.
예시) 신청일 : 6월 15일, 월세납부일 : 6월 25일 ⇒ 계약기간 : 5.25. ~ 6.25."
2025년 서울시 청년월세지원사업,Q54. 근린생활시설 거주 시 주택 유형은 어떻게 입력하나요,"○ 근린생활시설인 경우 4층 이하는 다세대주택, 5층 이상은 오피스텔로 선택하시면 됩니다."
2025년 서울시 청년월세지원사업,"Q55. 청년월세지원 접수 기간 이후 심사 중에 이사 예정이면, 신청 시 주소지를 어디로 입력해야 하나요?","○ 신청일 기준 주민등록상 거주지에 맞게 신청하시고 해당 거주지의 임대차계약서를 첨부하시면 됩니다. 향후 최종 선정자가 되었다면 이사한 곳의 임대차계약서, 본인 주민 등록초본을 첨부하여 변경신청 해주시기 바랍니다.
○ 최종 선정 후 이사로 인한 임대차계약 변경시 선정기준 (임차보증금 8천만원 및 월세 60만원이하)을 초과하여도 계속 지원이 가능합니다. 단, 서울시 외 지역으로 이사한 경우나 전세로 변경하는 등 월세 거주가 아닌 경우 지원이 중지됩니다."
2025년 서울시 청년월세지원사업,Q56. 서울시 외 타 지역으로 전출한 후 다시 서울시로 재전입하면 월세지원금을 받을 수 있나요?,"○ 서울시 청년월세지원은 서울시 거주요건이 필수조건이기 때문에, 서울시외 타 지역으로 전입신고 기록을 바꾸신 후 다시 서울시로 재전입하시더라도 월세지원금 중지 사유 입니다.
○ 타 지역으로 전출한 월까지의 월세 지원금을 수령하실 수 있습니다. (서울시 주거포털에서 중지신청 시)"
2025년 서울시 청년월세지원사업,Q57. 월세 지원받은 사실을 집주인이 알게 되나요?,"○ 청년월세지원은 당사자에게만 통보되며, 임대인에게는 통보되지 않습니다."
2025년 서울시 청년월세지원사업,Q58. 기준 중위소득 충족 여부는 어떻게 확인하나요?,"○ 신청인이 속한 가구의 건강보험료 부과액('25년 3월~5월 평균)이 보건복지부 건강보험료 소득판정 기준표상 금액 이하이면 신청 가능합니다.
○ 건강보험료 부과액은 국민건강보험공단에 일괄조회 의뢰 할 예정으로, 관련 서류를 따로 제출할 필요는 없습니다."
2025년 서울시 청년월세지원사업,"Q59. 건강보험료 납부(부과)액, 가구원 수 등은 어디에서 확인하나요?","○ 국민건강보험공단(https://www.nhis.or.kr) → '민원여기요'란 → 개인민원 → 증명서 발급 및 확인 → 보험료 납부확인서, 자격 확인서에서 확인 가능합니다.
(국민건강보험공단고객센터 ☎1577-1000)"
2025년 서울시 청년월세지원사업,Q60. 신청인이 아버지의 건강보험 피부양자로 등록된 경우 소득기준의 충족 여부는 어떻게 확인 하나요?,○ 신청인을 피부양자로 등록한 사람(부양자)의 건강보험료 부과액과 건강보험상 가구원수 확인 후 2025년 보건복지부 건강보험료 소득 판정기준표 중위소득 150% 기준금액 이하인지 확인하시고 신청하시면 됩니다.
2025년 서울시 청년월세지원사업,Q61. 소득 기준에 부모님 소득도 모두 포함되나요?,"○ 신청인이 속한 가구의 건강보험료 부과액으로 소득 판정을 합니다. 신청인의 건강보험이 부모와 별도로 되어 있다면 부모 소득은 포함되지 않습니다.
○ 단, 신청인의 건강보험이 피부양자(건강보험상 부모 등의 세대원 으로 등록)인 경우 주민등록이 부모와 별도 분리되어 있어도 부양자 부과액을 기준으로 합니다.
예시) 신청인의 건강보험이 아버지(부양자)의 피부양자로 등록되어 있음. 아버지는 직장가입자로 건강보험상 가구원수 3인으로 건강보험료 부과 시 → 월 건강보험료가 271,459원 이하인 경우 요건 충족함"
2025년 서울시 청년월세지원사업,Q62. 국민건강보험에 가입되어 있지 않은 경우에 신청이 가능한가요?,"○ 최근 3개월 고용·임금확인서[서식1] 또는 근로(사업)활동 및 소득신고서[서식2] 등 소득을 객관적으로 증빙할 수 있는 자료를 제출하시면 신청 가능합니다.
※ 공고문 붙임 참고 서식(고용·임금 확인서)을 편집하여 사용 가능
○ 다만 재외국민 중 6개월 미만 국내 체류로, 건강보험 피부양자 또는 지역가입자 자격을 상실하여 '25년 3월 ~ 5월 내 보험료 부과 내역이 없는 경우에는 신청이 불가합니다."
2025년 서울시 청년월세지원사업,Q63. 일반재산 중 토지와 건축물의 과세표준액은 어디에서 확인을 할 수 있나요?,"○ 토지와 건축물 소재지가 서울인 경우는 서울시 ETAX (https://etax.seoul.go.kr)에서 확인 가능합니다.
○ 그 외 지역은 WETAX에서 확인 가능합니다. (https://www.wetax.go.kr/main/)
※ 신청인 소유의 일반재산이 없는 경우는 확인 불필요"
2025년 서울시 청년월세지원사업,Q64. 차량시가표준액은 어디서 확인할 수 있나요?,○국세청 홈텍스(www.hometax.go.kr) 장려금·연말정산·기부금 메뉴 → 근로·자녀장려금 정기 신청 → “승용차 가액조회” 항목에서 조회 가능합니다.(문의 : ☎126 국세상담센터)
2025년 서울시 청년월세지원사업,"Q65. 주택, 분양권, 조합원 입주권 소유여부는 어디서 확인할 수 있나요?","○ 한국 부동산원 청약홈(www.applyhome.co.kr) → 청약자격 확인 → “주택소유 확인” 항목에서 확인 가능합니다.
○ 건축물 대장상 소유자가 확인되면, 한국부동산원 청약홈 “주택소유 확인”에서 조회되지 않더라도 주택 유형 및 크기에 관계없이 선정 제외됩니다. (문의 : ☎1644-7445)"
2025년 서울시 청년월세지원사업,"Q66. 주거용 오피스텔을 소유하고 있어도, 주택 소유자로 보나요?","○ 신청인 명의로 주거용 오피스텔을 소유하고 있다면, 주택 소유자로 보아 선정 제외됩니다.
○ 만약 상가용 오피스텔을 소유하고 있다면, 일반재산 가액에 오피스텔의 건축물과세표준액이 포함되며, 일반재산가액이 1억 3천만원을 초과하면 선정 제외됩니다.
※ 일반재산 : 토지, 건축물 시가표준액, 차량시가표준액, 임차보증금 포함"
2025년 서울시 청년월세지원사업,Q67. 현재 청년수당을 받고 있는데 청년월세지원을 신청할 수 있나요?,"○ 신청이 불가합니다. 지원 신청일 이전에 청년수당 지원이 종료되었거나 중단한 경우에는 신청 가능합니다.
(서울시 청년수당 콜센터 ☎1566-3344)"
2025년 서울시 청년월세지원사업,"Q68. 희망두배 청년통장, 청년구직활동 지원금을 받고 있는 경우 신청 대상에서 제외되나요?",○ 청년월세지원 제외 대상이 아니므로 신청 가능합니다.
2025년 서울시 청년월세지원사업,Q69. 법정 차상위계층은 신청 제외 대상인가요?,○ 법정 차상위계층은 신청 가능합니다.
2025년 서울시 청년월세지원사업,Q70. 서울형 주택바우처 수급자도 지원신청 가능한가요?,"○ 서울형 주택바우처 수급자도 신청 가능합니다.
다만 지원액은 바우처 수령액을 제외하고 지급합니다.
예시) 주택바우처 8만원을 수령할 경우 월세지원금은 12만원임"
2025년 서울시 청년월세지원사업,Q71. 협동조합(민달팽이유니온 등)에서 운영하는 사회적 주택에 거주하는데 신청 가능 할까요?,"○ 거주하고 있는 사회적 주택이 공공 임대주택에 해당된다면, 신청이 안됩니다. 다만, 민간 임대주택은 신청 가능합니다.
○ 공공주택특별법 등에 따른 공공임대주택*에 거주하고 있으면 사업신청 제외대상자입니다.
※ 민간임대주택법에 따른 공공지원민간임대주택 등 민간임대주택 거주자는 신청 가능
* 영구임대, 공공임대, 국민임대, 매입임대, 행복주택, 청년안심주택 (역세권청년주택), 장기안심주택, 특화형 매입임대주택(사회적주택), 도시형생활주택, 희망하우징, 전세임대주택, 공무원임대주택 등 (공공임대주택 관련 문의는 LH, SH에 문의)"
2025년 서울시 청년월세지원사업,Q72. 청년안심주택(공공지원민간임대)으로 입주할 예정입니다. 청년월세지원 신청이 가능할까요? 청년안심주택 임대보증금 지원과 월세지원을 같이 받을 수 있나요?,"○ 해당 청년안심주택(역세권청년주택)의 공급유형이 공공임대인 경우에는 사업 신청이 불가합니다. 다만, 공공지원민간임대 유형이라면 청년월세지원 신청이 가능합니다.
○ 청년안심주택 중 공공지원민간임대 유형으로써, 임대보증금 무이자 지원을 받는 경우에는 청년월세지원을 같이 받을 수 있습니다."
2025년 서울시 청년월세지원사업,Q73. 실업급여를 받고 있으면 신청 대상에서 제외되나요?,○ 청년월세지원 사업은 청년층의 주거안정을 지원하는 사업 으로 실업급여 수급자는 신청 가능합니다.
2025년 서울시 청년월세지원사업,Q74. 사회공헌 일자리에 참여 중입니다. 신청 대상이 될 수 없나요?,○ 일자리사업(사회공헌·뉴딜) 참여자는 지원 제외대상에 해당하지 않아 신청 가능합니다.
2025년 서울시 청년월세지원사업,"Q75. 타 시도에서 국토부 청년월세 한시 특별지원을 받았고, 서울시로 이사 왔습니다. 서울시에서도 청년월세지원을 받을 수 있나요?","○ 국토교통부 청년월세 한시 특별지원의 수혜가 종료된 후에 서울시 청년월세지원을 신청하는 것은 가능합니다.
○ 다만, 국토교통부 청년월세 한시 특별지원과 서울시 청년 월세지원 사업을 동시에 지원받는 것은 불가합니다."
2025년 서울시 청년월세지원사업,Q76. 공고문상의 지원 자격요건이 모두 충족되면 청년월세지원을 받을 수 있나요?,"○ 선정 예정인원은 1만 5천명으로, 자격요건이 모두 충족 되어도 심사통과 인원이 선정 예정인원 보다 많을 경우 구간별 전산 무작위 추첨으로 최종 지원 대상자가 확정됩 니다.
※ 심사 : 제출 서류 및 재산·소득·주택 소유 여부 등 월세지원 자격 심사"
2025년 서울시 청년월세지원사업,Q77. 구간별로 선정인원을 나누어 배정한 이유는 무엇인가요,"○ 임차보증금, 월세액, 소득을 기준으로 주거환경이 열악하고 소득이 낮은 청년을 우선 지원하고자 구간별 선정인원을 배정하게 되었습니다."
2025년 서울시 청년월세지원사업,"Q78. 보증금 3천만원, 월세 45만원인데 몇구간에 해당하나요?","○ 소득 반영이 필요하여 보증금과 월세만으로 구간확정이 어렵습니다. 구간은 보증금, 월세, 소득기준에 따라 확정됩니다."
2025년 서울시 청년월세지원사업,Q79. 심사 결과에 대한 이의신청은 어떻게 하나요?,"○ 제출서류에 대한 심사결과를 '25년 8월에 발표할 예정이며, 심사결과에 이의가 있는 사람은 서울주거포털 마이페이지 에서 이의신청을 등록할 수 있습니다.(1회만 신청 가능)
○ 자세한 사항은 서울주거포털의 공지사항을 참고하시기 바랍니다."
2025년 서울시 청년월세지원사업,Q80. 대기번호를 어떻게 알 수 있나요? 언제 대기자 선정연락을 주시나요? 대기자인데 합격 가능성은 있나요?,"○ 대기번호는 마이페이지에서 확인 가능합니다. 대기번호가 없을 경우 대기 없이 선정탈락이므로 다음에 다시 신청해 주시기 바랍니다.
○ 선정취소 예상 인원, 개별적인 대기 합격 여부 문의에 대해서는 답변드릴 수 없는 점 양해 부탁드립니다."
2025년 서울시 청년월세지원사업,Q81. 월세 지원금은 언제 지급되나요?,"○ 첫지급(7·8·9월분)은 10월 말 예정입니다.
2회차 지급분은 12월(10·11월분)에 지급될 예정이며, 잔여 7개월분은 '26년에 지급될 예정입니다.
(휴일 및 회계처리 마감 등 사정에 따라 지급 일정 변동 가능)"
2025년 서울시 청년월세지원사업,Q82. 매월 20만원씩 지원금이 입금되는 것인가요?,"○ 월세 지원금은 격월로 지급될 예정으로, '25년 10월말에 3개월분, 12월에 2개월분이 지급될 예정입니다.
(잔여 7개월분은 '26년에 지급될 예정이며, 휴일 및 회계처리 마감 등 사정에 따라 지급 일정 변동 가능합니다)"
2025년 서울시 청년월세지원사업,Q83. 20만원 이하의 월세 및 관리비도 지원되나요?,"○ 월세 지원 대상자가 전월 납부(계좌이체)한 월세를 지원하는 사업으로 실제 납부한 월세(천원단위 절사)만큼 지원됩니다. 관리비는 포함되지 않습니다.
※ 월세 10만8천원 납부 시 10만원 지원(천원단위 절사)"
2025년 서울시 청년월세지원사업,Q84. 서울형 주택바우처 수급자도 월 20만원씩 지원이 되나요?,"○ 서울형 주택바우처 수급자는 바우처 수령액을 제외한 차액을 지원합니다.
※ 월세 20만원 납부, 서울형 주택바우처 수령액 8만원인 경우 12만원 지원"
2025년 서울시 청년월세지원사업,Q85. 지원금 수령을 위한 신청인의 급여 입금 전용계좌 개설은 언제 하나요?,"○ 9월 예정이며, 최종 지원대상자 발표와 함께 자세한 사항은 선정자에게 추후 안내 드릴 예정입니다."
2025년 서울시 청년월세지원사업,Q86. 지원금 입금 전용계좌를 개설했는데 주거포털에 등록을 해야 하나요?,"○ 신한은행 청년드림통장 신규 개설 완료하면 ‘계좌 등록'은 별도로 하지 않아도 됩니다. 단, 서울주거포털 마이페이지에서 '약정체결'은 반드시 해야 합니다."
2025년 서울시 청년월세지원사업,Q87. 월세지원금은 어떤 방식으로 지원되나요?,"○ 신한은행 청년드림통장 개설 후, 신청인 계좌에 입금됩니다. 주소지 및 임대차계약 사항이 변경될 경우, 반드시 ‘변경 신청'을 등록하여야 합니다."
2025년 서울시 청년월세지원사업,Q88. 청년월세지원금을 받다가 중지될 수 있나요?,"○ 청년수당을 지급받거나 기초생활 수급, 월세 없는 전세이주 (이사), 서울시 외 지역으로 전출 등 중지사유 발생으로 인해 자격요건이 되지 않을 시에는 지원 중지 및 지원금이 환수 조치 될 수 있습니다.
○ 중지사유 발생 시 중지신청을 하여야 하며, 중지 사유가 발생한 다음 월부터 미지급처리 됩니다."
2025년 서울시 청년월세지원사업,"Q89. 신용불량, 압류 등으로 본인 명의 계좌 개설이 불가능한 경우 지원금을 받을 수 있나요?","○ 본인 명의 계좌 개설이 불가능한 경우 지원금 대리 수령을 신청하면 대리인에게 지원금이 지급됩니다.
○ 대리 수령 신청서 및 관련 서류(대리 수령 사유, 신청인과 대리인 관계 등 증빙서류)를 서울주거포털 마이페이지 - 청년월세지원 신청 현황[자세히보기] - 변경신청(대리수령) 등록하면 확인 후 계좌개설 주소를 신청인에게 안내해 드립니다.
※ 참고 서식(대리수령신청서)은 서울주거포털 ‘청년월세지원’란 자료실에 있음"
2025년 서울시 청년월세지원사업,Q90. 신청 제외 대상인데 착오 선정된 경우에는 어떻게 되나요?,○ 신청 당시에 청년월세지원 신청 제외대상자인 것으로 추후 확인이 될 경우 선정된 이후에도 선정 취소 및 지원금이 환수됩니다.
2025년 서울시 청년월세지원사업,Q91. 청년월세지원 대상자로 최종 선정이 되었는데 지원금을 받기 전에 선정 취소 가능한가요?,"○ 신청 취소 기한 내 가능합니다.
서울주거포털 - 마이페이지 - 청년월세지원 신청 현황 자세히 보기 - 신청정보 - 하단 [신청취소] 버튼 클릭
※ 신청 취소 기한은 선정자 발표 후 서울주거포털 공지사항을 참고하여 주시기 바랍니다."
2025년 서울시 청년월세지원사업,Q92. 월세 지원을 받던 중 타 시도로 이사가게 되었습니다. 지원 유지가 가능한가요?,"○ 월세 지원을 받는 중 서울시 외 타 지역으로 전출할 경우 중지사유에 해당되어 월세지원이 중지됩니다.
○ 중지사유 발생 시 중지신청을 하여야 중지 사유가 발생한 다음 월부터 미지급처리 됩니다."
2025년 서울시 청년월세지원사업,"Q93. 월세지원 대상자로 결정된 이후 취업을 하게 되거나, 소득이 증가한 경우 변경 신청이 필요한가요?","○ 월세지원 대상자로 결정된 이후에는 소득이 증가한다고 해서 지급이 중지되지 않으며, 지원기간 동안 월세를 지원받을 수 있습니다. 따로 변경신청을 하실 필요가 없습니다.
○ 선정 이후 연령 및 소득기준, 월세 및 임차보증금, 일반재산 등이 기준을 초과할 경우에도 계속 지원이 됩니다."
2025년 서울시 청년월세지원사업,Q94. 월세 지원금을 받는 중에 결혼하였습니다. 중지 사유에 해당이 되나요?,"○ 선정된 이후 세대원에 ‘19세~39세 청년인 형제·자매 및 동거인', 배우자, 자녀가 주민등록상 등재되어 있는 경우 가능하며, 그 외 다른 사람(부모 등)이 등재되어 있는 경우 는 중지사유에 해당됩니다."
2025년 서울시 청년월세지원사업,"Q95. 청년 월세 지원을 신청하여 받고 있는데, 주소지 및 임대차 계약사항이 변경되었습니다. 변경 신청 시 필요 서류는 무엇인가요?","○ 월세지원을 받는 중 서울 내 다른 월세집으로 이사간 경우 새로운 임대차계약서와 주민등록초본을 첨부하여 변경신청하시면 됩니다.
○ 만약 주소지는 변동 없이 계약사항이 변경되어 새로운 임대차계약서를 작성하였다면, 임대차계약서만 첨부하여 변경신청하시면 됩니다."
2025년 서울시 청년월세지원사업,"Q96. 청년 월세 지원을 신청하여 받고 있는데, 군 입대를 하게 되었습니다. 중지 사유에 해당이 되나요?",○ 월세 지원을 받는 중 군 입대를 하게 되면 중지신청을 하셔야 합니다. 중지사유가 발생한 날(입대일)이 포함된 월까지 지원금이 지급됩니다.
2025년 서울시 청년월세지원사업,Q97. 청년월세지원센터 전화 연결이 힘든데 어떻게 하나요?,"○ 모집 공고일부터 신청접수 마감일까지 문의 전화 폭주로 전화 통화가 원활하지 않을 수 있으니, 가급적 ☎1833-2030 ARS안내를 이용해 주시기 바랍니다."
